x, y
-0.9169207905612504, 0.7342307605388322
1.2043259067606842, 0.6170313956479334
-1.5511155526061637, 0.43285331117781356
-0.010385488695636269, 0.9991795787996662
0.8510858970470903, 0.7761994565566535
-1.8398483425899705, 0.2409326444605318
1.804264357487134, 0.27985732644257394
1.4974132518943195, 0.4408498151830484
3.3670178705518072, 0.03333205526048437
2.2076139808615345, 0.12745907352583818
4.3344954582231505, 0.009656390537758039
-1.6578719842254808, 0.3363683754669939
-0.6620897880802552, 0.8509730662651995
-0.5901339871731315, 0.8861940454839888
0.6416518482127778, 0.8641802986678503
0.36023155955787534, 0.9507780289628236
-1.192251505998816, 0.6149256225082341
-1.247084522819673, 0.5582944684922456
-1.4126471447292, 0.517608331274451
1.3200510747062708, 0.5109667537702938
2.000382276942636, 0.20108267159207166
2.4439649818205833, 0.08454604248974347
2.833065612644683, 0.049487827117878865
3.015996320472519, 0.03283030586653212
3.6858511649039336, 0.02816754062303766
3.996727369171424, 0.012530530917386302
4.78326173101177, -0.004225258054334686
5.140131133524994, -0.005144454818558938
5.140131133524994, -0.005144454818558938
5.520810928465197, 0.002385340995337743
5.520810928465197, 0.002385340995337743
5.808693219396304, 0.002385340995337743
-0.9142779766627536, 0.6882506085869737
-1.1013788156353055, 0.6871793126896637
-1.1013788156353055, 0.6871793126896637
-0.8366050315971583, 0.7999822762612865
-0.8366050315971583, 0.7999822762612865
0.7550081524810519, 0.813101397813886
0.7550081524810519, 0.813101397813886
0.9698209363770758, 0.6749011799998019
0.9698209363770758, 0.6749011799998019
1.014748772651532, 0.6598476824942023
0.9100747208180913, 0.7274891378619941
1.164049852673421, 0.5696137926236238
1.1390219037078406, 0.5907096122843284
1.538734972185324, 0.38864350172324
1.643362470386407, 0.3399999644509539
1.6890369553029183, 0.3504755065802554
1.7223013161472842, 0.3073430871451856
2.1067233069193705, 0.1611199574630271
-2.05414545548141, 0.17286637799148397
-2.2076148761236936, 0.11484017783664249
-2.317452800100269, 0.10347717916287583
-2.3972349828165616, 0.08420426380337721
-2.3972349828165616, 0.08420426380337721
-2.7348884783117144, 0.04843379790011785
-2.961031700114034, 0.030965504475244026
-3.2183372072073078, 0.010059110446061814
-5.663221175635888, -0.004569068114765525
-5.412429596024141, -0.004569068114765525
-5.209545285157784, 0.0006685759890062036
-4.996992142955461, 0.0030031326327293467
-4.656856980750744, 0.0019292975178386385
-4.276565729588302, 0.0030031326327293467
-3.6645233344486807, 0.002343443905255698
-4.023756229066253, 0.002343443905255698
-3.6645233344486807, 0.002343443905255698
-3.4049008888834176, 0.002343443905255698
-1.9381033647309227, 0.2102812412000241
-1.8152698152290805, 0.2974464866242905
-1.604498244726626, 0.384201394487511
-1.4126471447292, 0.517608331274451
-0.6465605706401005, 0.871379742274494
-0.15295598779310016, 0.9697185607410047
0.19159639791269623, 0.9738633255980302
-0.44480787114491704, 0.9217369974920149
0.5516959063018625, 0.9161639227458287
0.5516959063018625, 0.8962532828909298
0.5516959063018625, 0.8962534098518088
1.1852299648721516, 0.5405016630605545
1.3807946123123171, 0.4856563407690935
1.8664546387449326, 0.23517522251798464
2.2858061779803567, 0.13500410464521925
2.4439649818205833, 0.08454604248974347
-0.3738869932956055, 0.9413788611659936
-1.4705903022964595, 0.4690264969893767
2.6253665818778806, 0.055725415104942055
-1.1701009296178455, 0.6383636164654041